playerID,name,rating,gamesWon,gamesPlayed,winPercentage
1102,"beeswick",850,0,2,0
1108,"Flaredesel",850,0,2,0
1122,"JELIJE",850,0,2,0
1129,"Smog",850,0,2,0
1139,"Mr_Frumply",850,0,2,0
1206,"x86Cow",850,0,2,0
1208,"Seth_Starstorm",850,0,2,0
1211,"cleggysipad",850,0,2,0
1212,"Fixit+",850,0,2,0
1214,"Luceblock",850,0,2,0
1217,"Cakemix123",850,0,2,0
1218,"4D",850,0,2,0
1219,"thee_coolarrow",850,0,2,0
1220,"abdul Salam",850,0,2,0
1221,"CRUST1",850,0,2,0
1225,"No Name",850,0,2,0
1226,"midget muncher",850,0,2,0
1228,"kcajlscool",850,0,2,0
1230,"DootMeHarder",850,0,2,0
1231,"Faer",850,0,2,0
1232,"Riley.loxton",850,0,2,0
1282,"Romanfuneral",850,1,4,20
1300,"Mr.Meme",850,0,2,0
1304,"WoodenTwig",850,0,2,0
1305,"wrpen",850,0,2,0
1307,"Joycon boy",850,0,2,0
1310,"Rag",850,0,2,0
1312,"botelhudex",850,0,2,0
1609,"Psychologemelone44",850,0,2,0
1620,"DEEZ NUTS! (Got'em)",850,0,2,0
1633,"Massive Cash Injection",850,0,2,0
1644,"armykitten",850,0,2,0
1665,"testlab",850,0,2,0
1674,"Lader",850,0,2,0
1676,"Qonus",850,0,2,0
1678,"Hydrangea",850,0,2,0
1689,"petrovi_chan",850,0,2,0
1734,"BondageKat",850,0,2,0
1742,"Adrian",850,0,2,0
1895,"Otani",850,1,4,20
1903,"Vullanoid",850,0,2,0
1965,"ImperiousCorpse",850,0,2,0
1967,"Wise Monk's Quote",850,0,2,0
1968,"Space1",850,0,2,0
1969,"FangIsBitingYou",850,0,2,0
1971,"NotSmartAmber",850,0,2,0
1972,"Xurthless",850,0,2,0
1973,"datbigboyyyy",850,0,2,0
1975,"DragonRoyal#2964",850,0,2,0
1976,"knifeshodHaven",850,0,2,0
1977,"FoxxoTV",850,0,2,0
2027,"paptut",850,0,2,0
2028,"hellogaming9107",850,0,2,0
2030,"ArtificialF",850,0,2,0
2031,"Bies",850,0,2,0
2032,"LxL_egacy",850,0,2,0
2034,"Rad",850,0,2,0
2035,"Cringeboy69420",850,0,2,0
2036,"ningapotato",850,0,2,0
2037,"liche",850,0,2,0
2039,"eggiethesecond",850,0,2,0
2041,"Depresso",850,0,2,0
2042,"Dark",850,0,2,0
2076,"kip",850,0,2,0
2079,"seabass",850,0,2,0
2087,"Transparentdino",850,0,2,0
2093,"tarcrat",850,0,2,0
2141,"DishSoap",850,0,2,0
2151,"FENIX HUNTER",850,0,2,0
2155,"Lux Kasandora",850,0,2,0
2156,"-Ohokk0-",850,0,2,0
2157,"offbrand",850,0,2,0
2173,"Tybpxbzn",850,0,2,0
2174,"vxRamZ",850,0,2,0
2175,"BeanToaster",850,0,2,0
2225,"TalentlessMoon",850,0,2,0
2230,"Hinawasss",850,0,2,0
2276,"Zonespace",850,0,2,0
2277,"aiden45",850,0,2,0
2293,"Casey_9",850,0,2,0
2294,"Urchin_fungus78",850,0,2,0
2305,"loudbraindude",850,0,2,0
2314,"DerpyBoi",850,0,2,0
2324,"C0medySk1ttle",850,0,2,0
2350,"SkolesDuck",850,0,2,0
2370,"FoxPerson",850,0,2,0
2375,"Neverye",850,0,2,0
2398,"sageyhaze",850,0,2,0
2399,"Greenfox",850,0,2,0
2466,"Still Ch1ll",850,0,2,0
2467,"GionaGiona",850,0,2,0
2468,"Zeeb",850,0,2,0
2469,"DiFf",850,0,2,0
2470,"Seraphimhead",850,0,2,0
2471,"Boxed",850,0,2,0
2472,"jhorge",850,0,2,0
2473,"Fishy",850,0,2,0
2474,"Cringe",850,0,2,0
2475,"BottledMango",850,0,2,0
2477,"Mended",850,0,2,0
2479,"sipperzipper",850,0,2,0
2482,"HOTshotDOM",850,0,2,0
2484,"luckymallard",850,0,2,0
2485,"fart",850,0,2,0
2488,"Endorian1215",850,0,2,0
2489,"Arvenus",850,0,2,0
2490,"Nah",850,0,2,0
2491,"Yoglord Supreme",850,0,2,0
2492,"dotWavve",850,0,2,0
2495,"Doggo",850,0,2,0
2496,"Nooooooah820",850,0,2,0
2498,"SenorClatticus",850,0,2,0
2530,"SampleText",850,0,2,0
2544,"umbreon721",850,0,2,0
541,"ClawNeedleKnife",850,14,34,40
2302,"curlyfries",848,1,5,17
111,"Contaminate",848,3,9,30
1136,"Spagooter Intruder",847,3,11,25
2344,"mandjata",847,2,12,15
2377,"Llampaca",847,6,18,32
2318,"Heavensong",844,3,10,27
2322,"LizardMaestro52",844,0,3,0
466,"WaterproofTurtle",842,1,5,17
623,"Glitch",841,2,7,25
1723,"olistepsforward",840,5,15,31
480,"Falight",840,1,5,17
205,"ParadoxPrism",839,1,5,33
2231,"Scooba",839,0,3,0
850,"OTTOMAT1C",838,0,3,0
1387,"Druhu",836,2,8,22
502,"anree",836,2,8,22
184,"GamerTower",835,1,5,17
335,"Justsomejollyguy",834,1,5,17
151,"CordysGarden",834,0,3,0
1058,"Foolish",830,1,5,17
1677,"Smelvin Fumblebottom",830,1,5,17
1624,"d3dmanwalking",829,1,5,17
198,"Absorbeur",828,0,3,0
1637,"Femboy Icho",827,1,5,17
167,"Galateen",826,1,6,14
179,"Xamora",825,2,7,25
1437,"flameweel",825,2,8,22
2194,"cyn",825,3,10,27
751,"KnifeDagger",823,1,5,17
711,"morv",822,1,6,14
991,"ghotiphoti",820,1,5,17
1117,"MrShifty",819,1,5,17
1007,"Brooje",819,25,65,38
1430,"Sparky1j",818,3,11,25
2012,"Sundayy",817,1,5,17
225,"davidpuralocura",816,107,212,50
354,"SlySanti760",816,1,6,14
423,"Prenkor",814,1,5,17
1659,"Kirby the King of Pans",813,1,6,14
2388,"Crxr68",811,1,7,13
464,"GROOCHY",809,1,5,17
608,"shugarry",809,0,3,0
905,"Maus",809,16,48,33
412,"Dragonking",807,0,3,0
1308,"CoolvinIce",806,1,5,17
2380,"Wonky",806,1,5,17
2297,"__cut__",805,0,4,0
1395,"MarginalShip4",805,1,5,17
2493,"shrimple48",804,0,4,0
2259,"AlanStryman",803,1,7,13
372,"Patricia's Cute Boy",803,0,3,0
470,"Cibu",803,1,5,17
2365,"Paper_Hustler",800,0,4,0
2065,"valentLne",798,1,5,17
602,"Popckow",798,0,3,0
1615,"HoofHeroo",797,6,16,35
840,"McCoy",797,0,4,0
41,"Fardin",797,1,5,17
2307,"MenuMinyu",796,0,4,0
679,"neonannihilator2",795,0,3,0
868,"RADU",794,0,3,0
1233,"Arthur",794,0,3,0
199,"ThiZ",793,1,6,14
1234,"Rapisap",793,1,6,14
651,"Emeraldym",790,0,4,0
1979,"Kimbow231",790,1,5,17
1883,"GhostRider",789,0,3,0
1948,"Arotio",788,3,10,27
553,"Skeledoot?",787,0,3,0
1390,"oliwier7778",787,2,8,22
513,"Kerg",787,0,3,0
2021,"Cris_Blu",787,1,5,17
1185,"Prasky",786,1,5,17
1099,"pigeon",786,0,4,0
835,"Quothe",785,1,5,17
2320,"zahariur",784,2,15,13
1107,"ShunnedSage",784,0,4,0
408,"Noise",782,0,3,0
1713,"Spnsurus",781,1,6,14
799,"Illojuaner",779,0,3,0
2150,"Mr Rice",779,1,6,14
71,"shadostriker",779,0,3,0
715,"Sampsa",779,1,5,17
793,"RyeBread",777,0,4,0
1175,"SAUL GOODMAN",777,1,7,13
1311,"HauntedHamHat",777,0,3,0
2119,"G1hadi",776,0,3,0
1239,"CainAlex",776,0,3,0
77,"Jomm",775,0,3,0
369,"Betterthananoob",775,0,3,0
662,"Emmalee",775,1,5,17
1210,"poorjonesy",775,0,3,0
1216,"VerryBerryMan",775,0,3,0
1597,"floofdroid",775,0,3,0
1599,"NexoGen",775,0,3,0
1743,"Yupp1",775,0,3,0
1871,"The Arrowpoint Dragon",775,0,3,0
1880,"Lucky7Accord",775,0,3,0
1887,"MicMat",775,0,3,0
1999,"KolyaOlesov",775,1,5,17
2019,"radialhex",775,1,5,17
2094,"Sunnyyyy",775,0,3,0
1691,"Hardy3000",775,1,6,14
1303,"ray",772,1,6,14
2303,"Joklow",772,0,5,0
1980,"BurpyIsCool",772,2,12,15
2166,"Aotoo",770,2,12,15
788,"AlanMcTshirt",769,0,4,0
2480,"Blais",768,0,4,0
2040,"whydoieven",768,0,4,0
726,"EggHam",767,0,4,0
847,"theetyseagull#6948",767,0,4,0
2349,"GrimmShadow64",766,0,4,0
366,"Usefuln't",766,1,6,14
1237,"Killersharkxd1",763,2,9,30
2275,"OneHitTalon",760,0,4,0
2111,"tiggerthani",758,1,8,11
550,"Drifter",757,3,13,21
547,"Tumb",755,0,4,0
588,"Randome",754,0,4,0
1858,"aisaacc",753,16,35,44
201,"qoah#5395",752,0,4,0
20,"Jenny Death",752,1,6,14
359,"gee",752,1,8,11
1299,"BeeSCI",751,0,4,0
2373,"Whoter",751,0,4,0
2342,"Loafinator",749,0,4,0
908,"cjw2099",749,29,88,33
2187,"Puu Onmawinky",748,0,4,0
2152,"noblish",747,0,4,0
1301,"umuhukumakiaki'aialunamor",747,0,4,0
2139,"Tuwerp",746,0,4,0
1154,"swurli",745,3,17,17
1111,"Ob_beta",744,1,7,13
2343,"Raccoon Lord",744,3,19,15
1133,"5ape",743,0,4,0
904,"SirBarnett",743,1,8,11
1380,"OmanΩ",743,4,14,27
575,"Goober",740,2,9,20
1607,"arcaneTempest1",737,1,7,13
1015,"Correx",737,0,4,0
1604,"5390845",736,0,4,0
2374,"CottonCob",735,1,9,10
2298,"Ashley",731,0,4,0
348,"Markelius",730,2,10,18
1238,"DukeVaul",730,1,6,14
1035,"Emma Kisst",728,0,5,0
1681,"NSA",724,0,5,0
993,"i_starving",724,0,4,0
2090,"Reader641",720,1,12,8
479,"Smimbo",720,1,9,10
586,"Al_Chimera",719,5,19,25
888,"CyberArk_Dragon",717,2,9,20
203,"uwo",714,0,5,0
1595,"Scythe",714,0,4,0
789,"bubbles",713,1,9,10
678,"Maximo59",712,0,5,0
204,"antman",711,0,4,0
2229,"MrMurple",710,1,9,10
1728,"Nicky-Wicky",709,0,4,0
339,"Trickster0913",708,0,4,0
1645,"FunnyRobotMain",707,1,7,13
1974,"Pigeon",705,2,18,11
1873,"DrwnedAbyss",704,0,5,0
2396,"makrofagi",700,0,6,0
332,"Nev",699,0,5,0
655,"The_Humbugg",698,0,6,0
2124,"Ultima_Pilot",697,2,11,17
200,"SheepishRot",695,0,5,0
973,"Bennettiscool9",693,0,5,0
1726,"Razin",692,0,5,0
616,"AlexKwa",691,0,6,0
1052,"KatsuLK",690,2,10,18
1912,"LosttDestiny",688,0,5,0
1215,"KrystalClouds",686,5,17,28
251,"Flipside",682,3,16,18
202,"cattom",676,0,5,0
563,"Kintac",666,0,6,0
515,"Cysfit",660,0,8,0
394,"wahooman",659,2,11,17
792,"Mikasi",659,3,16,18
1710,"Ueta",658,0,5,0
2018,"UnstableStrafe",652,2,12,15
1720,"SaiRex",651,0,5,0
1904,"Grim",651,1,9,10
365,"GG_DEs",634,0,7,0
2153,"STAR",627,0,5,0
838,"SmortCaveman",616,1,13,7
375,"Lushtakular",615,0,8,0
2033,"JulianXL",613,0,6,0
1275,"Koopa",588,6,17,33
2077,"Radace",588,0,7,0
2376,"PicardPlayz",587,0,10,0
1890,"Esa",582,7,36,19
1044,"Shibe.exe",579,4,26,15
733,"big crazy",567,2,16,12
1894,"EuEth",557,0,7,0
659,"Awesome",537,1,15,6
842,"Verfego",514,2,17,11
334,"Animated cake",507,4,28,14
676,"Azrael",479,4,23,17
1622,"GOOP",460,4,26,15
